url,doc_id,title,audience,department,category,language,document_version,license_or_permission
https://vnua.edu.vn/tin-tuc-su-kien/dao-tao/thong-bao-tuyen-sinh-dai-hoc-he-chinh-quy-nam-2026-58280,vnua-undergraduate-admissions-2026,Thông báo tuyển sinh đại học hệ chính quy năm 2026,student,admissions,admissions-policy,vi,2026,public-official-source
https://daihoc.fpt.edu.vn/hoat-dong-nha-truong/tin-tuc-chung/quy-che-dao-tao-dai-hoc-chinh-quy/,fpt-regular-undergraduate-training-regulations,Quy chế đào tạo đại học chính quy,student,academic-affairs,academic-regulations,vi,not-stated,public-official-source
